LP,IAUNo,AdNo,Code,s,sub.date,shower name-designation,activity,LoSb,LoSe,LoS,Ra,De,dRa,dDe,Vg,LoR,S_LoR,LaR,theta,phi,Flags,a,q,e,peri,node,inc,N,Group,CG,Origin,Remarks,OTe,L-T,References
1595,1106,0,GAD,0,yyyy-mm-dd,gamma-Draconids                         , annual ,14,15.5,15.04,275.68,53.86,       ,       ,35.98,285.04,270,77,103,180,       ,8.3,0.998,0.88,178.316,14.85,57.965,12,0,0,                                        ,                                                                                                                                                      ,T   ,1106_GAD-1_12.csv     ,"1] <A href='https://ui.adsabs.harvard.edu/abs/2021eMetN...6..337V' target=_blank>Vida et al., 2021</A>"
1596,1106,1,GAD,0,yyyy-mm-dd,gamma-Draconids                         , annual ,       ,       ,15.2,275.5,53.8,       ,       ,36.6,284.53,269.33,76.96,103.04,180.15,       ,18.7,1.0003,0.946,178.9,15.2,58.8,21,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2) Jenniskens, 2022, submitted"
1597,1107,0,JID,0,yyyy-mm-dd,January iota-Draconids                  , annual ,       ,       ,286.9,236.3,62.3,       ,       ,37.3,180.58,253.68,75.05,104.33,184.29,       ,19.4,0.979,0.95,187.7,286.9,59.6,21,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1) Jenniskens, 2022, submitted"
1598,1108,0,IHR,0,yyyy-mm-dd,July iota-Hydrusids                     , annual ,       ,       ,124.4,44.7,-76.9,       ,       ,29.2,303.74,179.34,-73.14,89.81,343.14,       ,47.8,0.971,0.98,24,304.4,43.5,27,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1) Jenniskens, 2022, submitted"
1599,1110,0,CEP,0,yyyy-mm-dd,May beta-Cepheids                       , annual ,       ,       ,41.1,317.5,73.1,       ,       ,24.5,43.08,1.98,72.94,89.42,162.95,       ,3.02,0.96,0.684,152.4,41.1,37.7,239,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1) Jenniskens, 2022, submitted"
1600,1111,0,AQI,0,yyyy-mm-dd,Aquilids                                , annual ,93.334,92.955,92.85,303.33,-7.78,0.65,0.22,39.74,303.8,210.95,11.83,120.22,256.27,       ,1.82,0.09,0.95,330.26,92.85,41.25,7,0,0,                                        ,J14_9ujja   see 164/NZC                                                                                                                               ,T   ,1111_AQI.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1601,1112,0,UPI,0,yyyy-mm-dd,upsilon-Piscids                         , annual ,106.515,107.294,107.03,20.13,28.06,1.01,-0.37,66.46,29.34,282.31,18.11,158.22,146.89,       ,10.26,0.9,0.91,139.48,107,147.5,10,0,0,                                        ,J14_a2cxa                                                                                                                                             ,T   ,1112_UPI.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1602,1113,0,SJA,0,yyyy-mm-dd,Southern July xi-Arietids               , annual ,114.601,115.359,114.87,36.85,10.08,0.69,0.17,68.91,37.81,282.94,-4.26,166.39,71.6,       ,13.53,0.87,0.94,314.62,294.87,172.26,5,0,0,                                        ,J14_b3fya   see 533/JXA                                                                                                                               ,T   ,1113_SJA.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1603,1114,0,SGC,0,yyyy-mm-dd,sigma1-Cancrids                         , annual ,202.507,203.259,202.7,131.72,32.11,0,0,67.71,125.46,282.76,13.66,161.39,137.75,       ,5.91,0.87,0.85,135.63,202.71,155.02,12,0,0,                                        ,J14_kdbxa                                                                                                                                             ,T   ,1114_SGC.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1604,1115,0,NXE,0,yyyy-mm-dd,November xi-Eridanids                   , annual ,241.615,242.184,241.88,65.17,-3.35,0.56,-0.58,26.06,62.58,180.7,-24.46,90.64,294.46,       ,4.25,0.6,0.86,81.68,61.91,19.84,7,0,0,                                        ,J14_o6ida                                                                                                                                             ,T   ,1115_NXE.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1605,1116,0,NFL,0,yyyy-mm-dd,95-Leonids                              , annual ,246.551,247.342,247.07,179.82,13.41,0.29,0.04,68.24,174.42,287.35,12.21,158.89,125.98,       ,10.19,0.76,0.93,121,247.07,156.66,7,0,0,                                        ,J14_ohfya                                                                                                                                             ,T   ,1116_NFL.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1606,1117,0,NEV,0,yyyy-mm-dd,November eta-Virginids                  , annual ,245.597,246.488,245.9,179.79,-4.46,0,0,66.8,181.58,295.68,-4.17,154,80.44,       ,12.94,0.51,0.96,271.06,65.93,170.75,5,0,0,                                        ,J14_ohixa                                                                                                                                             ,T   ,1117_NEV.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1607,1118,0,MLT,0,yyyy-mm-dd,24-Leonis Minorids                      , annual ,258.65,259.184,258.88,152.15,28.67,0.79,0.2,65.3,143.84,244.96,16.09,150.52,235.72,       ,17.9,0.57,0.97,261.14,258.9,145.78,9,0,0,                                        ,J14_pfcwa   see 32/DLM                                                                                                                                ,T   ,1118_MLT.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1608,1119,0,LAV,0,yyyy-mm-dd,December lambda-Velids                  , annual ,258.697,259.383,259.11,133.39,-39.5,0.76,-1.25,49.63,153.75,254.64,-53.77,124.74,349.01,       ,6.72,0.94,0.86,24.41,79.13,87.21,4,0,0,                                        ,J14_qdpqa                                                                                                                                             ,T   ,1119_LAV.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1609,1119,1,LAV,0,01/05/2023,December lambda-Velids                  , annual ,249.67,264.25,257.86,135.3,-37.2,0.75,-0.35,52.4,154.21,256.35,-51.04,127.66,349.2,       ,11.7,0.947,0.919,22.9,77.9,92.5,28,0,0,                                        ,                                                                                                                                                      ,T   ,1119LAV_Shiba.csv     ,"1) Shiba,2023, submitted to wgn.     "
1610,1120,0,DUM,0,yyyy-mm-dd,delta-Ursae Minorids                    , annual ,267.75,268.102,267.95,219.11,84.26,-1.22,-0.42,29.57,102.93,194.98,69.71,95.14,199.65,       ,5.2,0.92,0.82,211.89,267.97,45.11,7,0,0,                                        ,J14_ql1ea                                                                                                                                             ,T   ,1120_DUM.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1612,1122,0,UMN,0,yyyy-mm-dd,Northern December omega-Ursae Majorids  , annual ,273.545,274.4,273.97,161.93,42.85,0,0,54.78,145.49,231.52,32.24,131.46,224.61,       ,11.39,0.5,0.96,270.81,273.99,101.54,14,0,0,                                        ,J14_rg9ra   see 563/DOU                                                                                                                               ,T   ,1122_UMN.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1613,1123,0,FFH,0,yyyy-mm-dd,44-Hydrids                              , annual ,273.526,274.45,273.98,161.73,-26.32,0,0,63.72,174.53,260.55,-31.24,147.51,344.86,       ,11.02,0.93,0.92,26.31,93.99,125.36,10,0,0,                                        ,J14_rgnva                                                                                                                                             ,T   ,1123_FFH.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1614,1124,0,HTV,0,yyyy-mm-dd,110-Virginids                           , annual ,292.509,293.436,293.06,226.34,0.61,0,0,65.88,223.69,290.63,17.31,153.32,131.49,       ,8.11,0.68,0.92,111.28,293.09,145.58,11,0,0,                                        ,J14_tmhwa                                                                                                                                             ,T   ,1124_HTV.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1615,1125,0,FFL,0,yyyy-mm-dd,55-Leonids                              , annual ,317.553,318.398,317.98,162.99,-0.31,0,0,40.26,164.44,206.46,-6.97,116.25,277.77,       ,2.46,0.1,0.96,146.73,137.99,21.49,10,0,0,                                        ,J14_vgika                                                                                                                                             ,T   ,1125_FFL.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1616,1126,0,SOV,0,yyyy-mm-dd,61-Virginids                            , annual ,311.616,312.345,312.07,199.79,-18.56,0.43,0.16,68.02,205.27,253.2,-9.46,160.79,299.96,       ,5.82,0.75,0.87,61,132.09,161.79,9,0,0,                                        ,J14_vjlya                                                                                                                                             ,T   ,1126_SOV.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1617,1127,0,ESL,0,yyyy-mm-dd,87-Leonids                              , annual ,327.638,328.403,328.08,173.85,-4.45,0,0,40.44,176.13,208.05,-6.53,117.85,277.39,       ,2.14,0.08,0.96,150.36,148.09,22.22,6,0,0,                                        ,J14_whika                                                                                                                                             ,T   ,1127_ESL.csv          ,"1) <A href='https://ui.adsabs.harvard.edu/abs/2021JIMO...49...76S/abstract' target=_blank>SonotaCo et al., 2021</A>"
1618,1129,0,JTT,0,19/06/2021,June theta2-Sagittariids                ,2021,79,83,80.5,304.4,-32.9,       ,       ,36.9,299.12,218.62,-12.87,127.48,286.3,  M   1,1.05,0.07,0.932,158.2,260.5,49.6,52,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='https://ui.adsabs.harvard.edu/abs/2021eMetN...6..381J/abstract' target=_blank>Jenniskens,  2021</A>"
